#	Sentence (Audio)	Sentence Reveal (English)	W1	W1 Quiz Data	W2	W2 Quiz Data	W3	W3 Quiz Data	W4	W4 Quiz Data
246	🔊 Je mets une cravate.	I put on a tie.	Je	Type: Pronoun<br>Pers: 1st Sing	mets	Inf: Mettre<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Put	une	Type: Article<br>Gen: Fem<br>Trans: A	cravate	Type: Noun<br>Gen: Fem<br>Trans: Tie
247	🔊 Tu retires ta veste.	You take off your jacket.	Tu	Type: Pronoun<br>Pers: 2nd Sing	retires	Inf: Retirer<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Remove	ta	Type: Poss<br>Gen: Fem<br>Trans: Your	veste	Type: Noun<br>Gen: Fem<br>Trans: Jacket
248	🔊 Il a froid.	He is cold.	Il	Type: Pronoun<br>Pers: 3rd Sing M	a	Inf: Avoir<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Has	froid	Type: Noun<br>Gen: Masc<br>Trans: Cold	N/A	N/A
249	🔊 Nous avons chaud.	We are hot.	Nous	Type: Pronoun<br>Pers: 1st Pl	avons	Inf: Avoir<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Have	chaud	Type: Noun<br>Gen: Masc<br>Trans: Heat	N/A	N/A
250	🔊 Vous tremblez de peur.	You tremble with fear.	Vous	Type: Pronoun<br>Pers: 2nd Pl	tremblez	Inf: Trembler<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Tremble	de	Type: Prep<br>Trans: Of	peur	Type: Noun<br>Gen: Fem<br>Trans: Fear
251	🔊 Il pleut dehors.	It is raining outside.	Il	Type: Pronoun<br>Pers: Impersonal	pleut	Inf: Pleuvoir<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Rains	dehors	Type: Adverb<br>Trans: Outside	N/A	N/A
252	🔊 La neige tombe.	The snow is falling.	La	Type: Article<br>Gen: Fem<br>Trans: The	neige	Type: Noun<br>Gen: Fem<br>Trans: Snow	tombe	Inf: Tomber<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Falls	N/A	N/A
253	🔊 Le vent souffle.	The wind blows.	Le	Type: Article<br>Gen: Masc<br>Trans: The	vent	Type: Noun<br>Gen: Masc<br>Trans: Wind	souffle	Inf: Souffler<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Blows	N/A	N/A
254	🔊 Le soleil brille.	The sun is shining.	Le	Type: Article<br>Gen: Masc<br>Trans: The	soleil	Type: Noun<br>Gen: Masc<br>Trans: Sun	brille	Inf: Briller<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Shines	N/A	N/A
255	🔊 C'est le printemps.	It is spring.	C'est	Verb Phrase<br>Trans: It is	le	Type: Article<br>Gen: Masc<br>Trans: The	printemps	Type: Noun<br>Gen: Masc<br>Trans: Spring	N/A	N/A
256	🔊 J'aime l'été.	I like summer.	J'	Type: Pronoun<br>Pers: 1st Sing	aime	Inf: Aimer<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Like	l'	Type: Article<br>Gen: Masc<br>Trans: The	été	Type: Noun<br>Gen: Masc<br>Trans: Summer
257	🔊 Tu détestes l'hiver.	You hate winter.	Tu	Type: Pronoun<br>Pers: 2nd Sing	détestes	Inf: Détester<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Hate	l'	Type: Article<br>Gen: Masc<br>Trans: The	hiver	Type: Noun<br>Gen: Masc<br>Trans: Winter
258	🔊 Les feuilles tombent.	The leaves fall.	Les	Type: Article<br>Plural<br>Trans: The	feuilles	Type: Noun<br>Gen: Fem Pl<br>Trans: Leaves	tombent	Inf: Tomber<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Fall	N/A	N/A
259	🔊 Il fait beau.	It is nice (weather).	Il	Type: Pronoun<br>Pers: Impersonal	fait	Inf: Faire<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Does/Makes	beau	Type: Adj<br>Gen: Masc<br>Trans: Beautiful	N/A	N/A
260	🔊 Le ciel est bleu.	The sky is blue.	Le	Type: Article<br>Gen: Masc<br>Trans: The	ciel	Type: Noun<br>Gen: Masc<br>Trans: Sky	est	Inf: Être<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Is	bleu	Type: Adj<br>Gen: Masc<br>Trans: Blue
261	🔊 Je regarde les étoiles.	I watch the stars.	Je	Type: Pronoun<br>Pers: 1st Sing	regarde	Inf: Regarder<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Watch	les	Type: Article<br>Plural<br>Trans: The	étoiles	Type: Noun<br>Gen: Fem Pl<br>Trans: Stars
262	🔊 Tu vois la lune.	You see the moon.	Tu	Type: Pronoun<br>Pers: 2nd Sing	vois	Inf: Voir<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: See	la	Type: Article<br>Gen: Fem<br>Trans: The	lune	Type: Noun<br>Gen: Fem<br>Trans: Moon
263	🔊 Il fait nuit.	It is night.	Il	Type: Pronoun<br>Pers: Impersonal	fait	Inf: Faire<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Makes	nuit	Type: Noun<br>Gen: Fem<br>Trans: Night	N/A	N/A
264	🔊 Le jour se lève.	The day breaks.	Le	Type: Article<br>Gen: Masc<br>Trans: The	jour	Type: Noun<br>Gen: Masc<br>Trans: Day	se lève	Inf: Se lever<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Rises	N/A	N/A
265	🔊 Nous aimons la nature.	We love nature.	Nous	Type: Pronoun<br>Pers: 1st Pl	aimons	Inf: Aimer<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Love	la	Type: Article<br>Gen: Fem<br>Trans: The	nature	Type: Noun<br>Gen: Fem<br>Trans: Nature
266	🔊 Vous marchez en forêt.	You walk in the forest.	Vous	Type: Pronoun<br>Pers: 2nd Pl	marchez	Inf: Marcher<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Walk	en	Type: Prep<br>Trans: In	forêt	Type: Noun<br>Gen: Fem<br>Trans: Forest
267	🔊 Ils vont à la plage.	They go to the beach.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	vont	Inf: Aller<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Go	à	Type: Prep<br>Trans: To	la plage	Type: Noun<br>Gen: Fem<br>Trans: Beach
268	🔊 Je nage dans la mer.	I swim in the sea.	Je	Type: Pronoun<br>Pers: 1st Sing	nage	Inf: Nager<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Swim	dans	Type: Prep<br>Trans: In	la mer	Type: Noun<br>Gen: Fem<br>Trans: Sea
269	🔊 Tu construis un château.	You build a castle.	Tu	Type: Pronoun<br>Pers: 2nd Sing	construis	Inf: Construire<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Build	un	Type: Article<br>Gen: Masc<br>Trans: A	château	Type: Noun<br>Gen: Masc<br>Trans: Castle
270	🔊 Il ramasse des coquillages.	He picks up shells.	Il	Type: Pronoun<br>Pers: 3rd Sing M	ramasse	Inf: Ramasser<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Gather	des	Type: Article<br>Plural<br>Trans: Some	coquillages	Type: Noun<br>Gen: Masc Pl<br>Trans: Shells
271	🔊 Nous montons la tente.	We set up the tent.	Nous	Type: Pronoun<br>Pers: 1st Pl	montons	Inf: Monter<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Set up/Go up	la	Type: Article<br>Gen: Fem<br>Trans: The	tente	Type: Noun<br>Gen: Fem<br>Trans: Tent
272	🔊 Vous faites du camping.	You go camping.	Vous	Type: Pronoun<br>Pers: 2nd Pl	faites	Inf: Faire<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Do	du	Type: Article<br>Partitive<br>Trans: Some	camping	Type: Noun<br>Gen: Masc<br>Trans: Camping
273	🔊 Elles pêchent des poissons.	They fish for fish.	Elles	Type: Pronoun<br>Pers: 3rd Pl F	pêchent	Inf: Pêcher<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Fish	des	Type: Article<br>Plural<br>Trans: Some	poissons	Type: Noun<br>Gen: Masc Pl<br>Trans: Fish
274	🔊 Je chasse les moustiques.	I chase mosquitoes.	Je	Type: Pronoun<br>Pers: 1st Sing	chasse	Inf: Chasser<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Chase/Hunt	les	Type: Article<br>Plural<br>Trans: The	moustiques	Type: Noun<br>Gen: Masc Pl<br>Trans: Mosquitoes
275	🔊 Tu allumes le feu.	You light the fire.	Tu	Type: Pronoun<br>Pers: 2nd Sing	allumes	Inf: Allumer<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Light	le	Type: Article<br>Gen: Masc<br>Trans: The	feu	Type: Noun<br>Gen: Masc<br>Trans: Fire
276	🔊 Il grille la viande.	He grills the meat.	Il	Type: Pronoun<br>Pers: 3rd Sing M	grille	Inf: Griller<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Grill	la	Type: Article<br>Gen: Fem<br>Trans: The	viande	Type: Noun<br>Gen: Fem<br>Trans: Meat
277	🔊 Nous dormons dehors.	We sleep outside.	Nous	Type: Pronoun<br>Pers: 1st Pl	dormons	Inf: Dormir<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Sleep	dehors	Type: Adverb<br>Trans: Outside	N/A	N/A
278	🔊 Vous entendez les oiseaux.	You hear the birds.	Vous	Type: Pronoun<br>Pers: 2nd Pl	entendez	Inf: Entendre<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Hear	les	Type: Article<br>Plural<br>Trans: The	oiseaux	Type: Noun<br>Gen: Masc Pl<br>Trans: Birds
279	🔊 Ils voient un ours.	They see a bear.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	voient	Inf: Voir<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: See	un	Type: Article<br>Gen: Masc<br>Trans: A	ours	Type: Noun<br>Gen: Masc<br>Trans: Bear
280	🔊 J'ai peur du noir.	I am scared of the dark.	J'ai	Verb Phrase<br>Trans: I have	peur	Type: Noun<br>Gen: Fem<br>Trans: Fear	du	Type: Contraction<br>(de+le)<br>Trans: Of the	noir	Type: Noun<br>Gen: Masc<br>Trans: Dark
281	🔊 Tu portes un sac.	You carry a bag.	Tu	Type: Pronoun<br>Pers: 2nd Sing	portes	Inf: Porter<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Carry	un	Type: Article<br>Gen: Masc<br>Trans: A	sac	Type: Noun<br>Gen: Masc<br>Trans: Bag
282	🔊 Il marche très vite.	He walks very fast.	Il	Type: Pronoun<br>Pers: 3rd Sing M	marche	Inf: Marcher<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Walk	très	Type: Adverb<br>Trans: Very	vite	Type: Adverb<br>Trans: Fast
283	🔊 Nous sommes perdus.	We are lost.	Nous	Type: Pronoun<br>Pers: 1st Pl	sommes	Inf: Être<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Are	perdus	Type: Adj<br>Gen: Masc Pl<br>Trans: Lost	N/A	N/A
284	🔊 Vous cherchez la carte.	You look for the map.	Vous	Type: Pronoun<br>Pers: 2nd Pl	cherchez	Inf: Chercher<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Search	la	Type: Article<br>Gen: Fem<br>Trans: The	carte	Type: Noun<br>Gen: Fem<br>Trans: Map
285	🔊 Elles trouvent le chemin.	They find the path.	Elles	Type: Pronoun<br>Pers: 3rd Pl F	trouvent	Inf: Trouver<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Find	le	Type: Article<br>Gen: Masc<br>Trans: The	chemin	Type: Noun<br>Gen: Masc<br>Trans: Path
286	🔊 Je regarde ma montre.	I look at my watch.	Je	Type: Pronoun<br>Pers: 1st Sing	regarde	Inf: Regarder<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Look at	ma	Type: Poss<br>Gen: Fem<br>Trans: My	montre	Type: Noun<br>Gen: Fem<br>Trans: Watch
287	🔊 Il est huit heures.	It is eight o'clock.	Il	Type: Pronoun<br>Pers: Impersonal	est	Inf: Être<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Is	huit	Type: Number<br>Trans: Eight	heures	Type: Noun<br>Gen: Fem Pl<br>Trans: Hours
288	🔊 Tu attends le bus.	You wait for the bus.	Tu	Type: Pronoun<br>Pers: 2nd Sing	attends	Inf: Attendre<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Wait	le	Type: Article<br>Gen: Masc<br>Trans: The	bus	Type: Noun<br>Gen: Masc<br>Trans: Bus
289	🔊 Il conduit un camion.	He drives a truck.	Il	Type: Pronoun<br>Pers: 3rd Sing M	conduit	Inf: Conduire<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Drive	un	Type: Article<br>Gen: Masc<br>Trans: A	camion	Type: Noun<br>Gen: Masc<br>Trans: Truck
290	🔊 Nous voyageons en avion.	We travel by plane.	Nous	Type: Pronoun<br>Pers: 1st Pl	voyageons	Inf: Voyager<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Travel	en	Type: Prep<br>Trans: In/By	avion	Type: Noun<br>Gen: Masc<br>Trans: Plane
291	🔊 Vous passez la douane.	You pass customs.	Vous	Type: Pronoun<br>Pers: 2nd Pl	passez	Inf: Passer<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Pass	la	Type: Article<br>Gen: Fem<br>Trans: The	douane	Type: Noun<br>Gen: Fem<br>Trans: Customs
292	🔊 Ils vérifient les passeports.	They check passports.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	vérifient	Inf: Vérifier<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Check	les	Type: Article<br>Plural<br>Trans: The	passeports	Type: Noun<br>Gen: Masc Pl<br>Trans: Passports
293	🔊 Je porte une valise.	I carry a suitcase.	Je	Type: Pronoun<br>Pers: 1st Sing	porte	Inf: Porter<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Carry	une	Type: Article<br>Gen: Fem<br>Trans: A	valise	Type: Noun<br>Gen: Fem<br>Trans: Suitcase
294	🔊 Tu réserves un hôtel.	You reserve a hotel.	Tu	Type: Pronoun<br>Pers: 2nd Sing	réserves	Inf: Réserver<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Reserve	un	Type: Article<br>Gen: Masc<br>Trans: A	hôtel	Type: Noun<br>Gen: Masc<br>Trans: Hotel
295	🔊 Il visite le musée.	He visits the museum.	Il	Type: Pronoun<br>Pers: 3rd Sing M	visite	Inf: Visiter<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Visit	le	Type: Article<br>Gen: Masc<br>Trans: The	musée	Type: Noun<br>Gen: Masc<br>Trans: Museum
296	🔊 Nous prenons des photos.	We take photos.	Nous	Type: Pronoun<br>Pers: 1st Pl	prenons	Inf: Prendre<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Take	des	Type: Article<br>Plural<br>Trans: Some	photos	Type: Noun<br>Gen: Fem Pl<br>Trans: Photos
297	🔊 Vous achetez des souvenirs.	You buy souvenirs.	Vous	Type: Pronoun<br>Pers: 2nd Pl	achetez	Inf: Acheter<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Buy	des	Type: Article<br>Plural<br>Trans: Some	souvenirs	Type: Noun<br>Gen: Masc Pl<br>Trans: Souvenirs
298	🔊 Elles écrivent des cartes.	They write cards.	Elles	Type: Pronoun<br>Pers: 3rd Pl F	écrivent	Inf: Écrire<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Write	des	Type: Article<br>Plural<br>Trans: Some	cartes	Type: Noun<br>Gen: Fem Pl<br>Trans: Cards
299	🔊 Je parle anglais.	I speak English.	Je	Type: Pronoun<br>Pers: 1st Sing	parle	Inf: Parler<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Speak	anglais	Type: Noun<br>Gen: Masc<br>Trans: English	N/A	N/A
300	🔊 Tu comprends l'espagnol.	You understand Spanish.	Tu	Type: Pronoun<br>Pers: 2nd Sing	comprends	Inf: Comprendre<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Understand	l'	Type: Article<br>Gen: Masc<br>Trans: The	espagnol	Type: Noun<br>Gen: Masc<br>Trans: Spanish
301	🔊 Il apprend l'allemand.	He learns German.	Il	Type: Pronoun<br>Pers: 3rd Sing M	apprend	Inf: Apprendre<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Learn	l'	Type: Article<br>Gen: Masc<br>Trans: The	allemand	Type: Noun<br>Gen: Masc<br>Trans: German
302	🔊 Nous traduisons le texte.	We translate the text.	Nous	Type: Pronoun<br>Pers: 1st Pl	traduisons	Inf: Traduire<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Translate	le	Type: Article<br>Gen: Masc<br>Trans: The	texte	Type: Noun<br>Gen: Masc<br>Trans: Text
303	🔊 Vous répétez la phrase.	You repeat the sentence.	Vous	Type: Pronoun<br>Pers: 2nd Pl	répétez	Inf: Répéter<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Repeat	la	Type: Article<br>Gen: Fem<br>Trans: The	phrase	Type: Noun<br>Gen: Fem<br>Trans: Sentence
304	🔊 Ils utilisent un dictionnaire.	They use a dictionary.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	utilisent	Inf: Utiliser<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Use	un	Type: Article<br>Gen: Masc<br>Trans: A	dictionnaire	Type: Noun<br>Gen: Masc<br>Trans: Dictionary
305	🔊 Je cherche le mot.	I look for the word.	Je	Type: Pronoun<br>Pers: 1st Sing	cherche	Inf: Chercher<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Look for	le	Type: Article<br>Gen: Masc<br>Trans: The	mot	Type: Noun<br>Gen: Masc<br>Trans: Word
306	🔊 Tu prononces bien.	You pronounce well.	Tu	Type: Pronoun<br>Pers: 2nd Sing	prononces	Inf: Prononcer<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Pronounce	bien	Type: Adverb<br>Trans: Well	N/A	N/A
307	🔊 Il a un accent.	He has an accent.	Il	Type: Pronoun<br>Pers: 3rd Sing M	a	Inf: Avoir<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Has	un	Type: Article<br>Gen: Masc<br>Trans: An	accent	Type: Noun<br>Gen: Masc<br>Trans: Accent
308	🔊 Nous faisons des exercices.	We do exercises.	Nous	Type: Pronoun<br>Pers: 1st Pl	faisons	Inf: Faire<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Do	des	Type: Article<br>Plural<br>Trans: Some	exercices	Type: Noun<br>Gen: Masc Pl<br>Trans: Exercises
309	🔊 Vous aidez votre ami.	You help your friend.	Vous	Type: Pronoun<br>Pers: 2nd Pl	aidez	Inf: Aider<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Help	votre	Type: Poss<br>Gen: Masc<br>Trans: Your	ami	Type: Noun<br>Gen: Masc<br>Trans: Friend
310	🔊 Ils travaillent en groupe.	They work in a group.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	travaillent	Inf: Travailler<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Work	en	Type: Prep<br>Trans: In	groupe	Type: Noun<br>Gen: Masc<br>Trans: Group
311	🔊 Je suis étudiant.	I am a student.	Je	Type: Pronoun<br>Pers: 1st Sing	suis	Inf: Être<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Am	étudiant	Type: Noun<br>Gen: Masc<br>Trans: Student	N/A	N/A
312	🔊 Tu vas à l'école.	You go to school.	Tu	Type: Pronoun<br>Pers: 2nd Sing	vas	Inf: Aller<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Go	à	Type: Prep<br>Trans: To	l'école	Type: Noun<br>Gen: Fem<br>Trans: School
313	🔊 Il porte un sac à dos.	He carries a backpack.	Il	Type: Pronoun<br>Pers: 3rd Sing M	porte	Inf: Porter<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Wear/Carry	un	Type: Article<br>Gen: Masc<br>Trans: A	sac à dos	Type: Noun<br>Gen: Masc<br>Trans: Backpack
314	🔊 Nous ouvrons le livre.	We open the book.	Nous	Type: Pronoun<br>Pers: 1st Pl	ouvrons	Inf: Ouvrir<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Open	le	Type: Article<br>Gen: Masc<br>Trans: The	livre	Type: Noun<br>Gen: Masc<br>Trans: Book
315	🔊 Vous tournez la page.	You turn the page.	Vous	Type: Pronoun<br>Pers: 2nd Pl	tournez	Inf: Tourner<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Turn	la	Type: Article<br>Gen: Fem<br>Trans: The	page	Type: Noun<br>Gen: Fem<br>Trans: Page
316	🔊 Elles lisent le texte.	They read the text.	Elles	Type: Pronoun<br>Pers: 3rd Pl F	lisent	Inf: Lire<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Read	le	Type: Article<br>Gen: Masc<br>Trans: The	texte	Type: Noun<br>Gen: Masc<br>Trans: Text
317	🔊 Je souligne le titre.	I underline the title.	Je	Type: Pronoun<br>Pers: 1st Sing	souligne	Inf: Souligner<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Underline	le	Type: Article<br>Gen: Masc<br>Trans: The	titre	Type: Noun<br>Gen: Masc<br>Trans: Title
318	🔊 Tu copies la leçon.	You copy the lesson.	Tu	Type: Pronoun<br>Pers: 2nd Sing	copies	Inf: Copier<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Copy	la	Type: Article<br>Gen: Fem<br>Trans: The	leçon	Type: Noun<br>Gen: Fem<br>Trans: Lesson
319	🔊 Il efface le tableau.	He erases the board.	Il	Type: Pronoun<br>Pers: 3rd Sing M	efface	Inf: Effacer<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Erase	le	Type: Article<br>Gen: Masc<br>Trans: The	tableau	Type: Noun<br>Gen: Masc<br>Trans: Board
320	🔊 Nous levons la main.	We raise our hand.	Nous	Type: Pronoun<br>Pers: 1st Pl	levons	Inf: Lever<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Raise	la	Type: Article<br>Gen: Fem<br>Trans: The	main	Type: Noun<br>Gen: Fem<br>Trans: Hand
321	🔊 Vous posez une question.	You ask a question.	Vous	Type: Pronoun<br>Pers: 2nd Pl	posez	Inf: Poser<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Ask/Pose	une	Type: Article<br>Gen: Fem<br>Trans: A	question	Type: Noun<br>Gen: Fem<br>Trans: Question
322	🔊 Ils donnent la réponse.	They give the answer.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	donnent	Inf: Donner<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Give	la	Type: Article<br>Gen: Fem<br>Trans: The	réponse	Type: Noun<br>Gen: Fem<br>Trans: Answer
323	🔊 Je reçois une note.	I receive a grade.	Je	Type: Pronoun<br>Pers: 1st Sing	reçois	Inf: Recevoir<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Receive	une	Type: Article<br>Gen: Fem<br>Trans: A	note	Type: Noun<br>Gen: Fem<br>Trans: Grade
324	🔊 Tu es intelligent.	You are intelligent.	Tu	Type: Pronoun<br>Pers: 2nd Sing	es	Inf: Être<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Are	intelligent	Type: Adj<br>Gen: Masc<br>Trans: Intelligent	N/A	N/A
325	🔊 Il est curieux.	He is curious.	Il	Type: Pronoun<br>Pers: 3rd Sing M	est	Inf: Être<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Is	curieux	Type: Adj<br>Gen: Masc<br>Trans: Curious	N/A	N/A
326	🔊 Nous sommes attentifs.	We are attentive.	Nous	Type: Pronoun<br>Pers: 1st Pl	sommes	Inf: Être<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Are	attentifs	Type: Adj<br>Gen: Masc Pl<br>Trans: Attentive	N/A	N/A
327	🔊 Vous êtes sérieux.	You are serious.	Vous	Type: Pronoun<br>Pers: 2nd Pl	êtes	Inf: Être<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Are	sérieux	Type: Adj<br>Gen: Masc Pl<br>Trans: Serious	N/A	N/A
328	🔊 Elles sont bavardes.	They are talkative.	Elles	Type: Pronoun<br>Pers: 3rd Pl F	sont	Inf: Être<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Are	bavardes	Type: Adj<br>Gen: Fem Pl<br>Trans: Talkative	N/A	N/A
329	🔊 Je suis en retard.	I am late.	Je	Type: Pronoun<br>Pers: 1st Sing	suis	Inf: Être<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Am	en	Type: Prep<br>Trans: In	retard	Type: Noun<br>Gen: Masc<br>Trans: Late
330	🔊 Tu es à l'heure.	You are on time.	Tu	Type: Pronoun<br>Pers: 2nd Sing	es	Inf: Être<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Are	à	Type: Prep<br>Trans: At	l'heure	Type: Noun<br>Gen: Fem<br>Trans: Time
331	🔊 Il a un stylo.	He has a pen.	Il	Type: Pronoun<br>Pers: 3rd Sing M	a	Inf: Avoir<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Has	un	Type: Article<br>Gen: Masc<br>Trans: A	stylo	Type: Noun<br>Gen: Masc<br>Trans: Pen
332	🔊 Nous avons des crayons.	We have pencils.	Nous	Type: Pronoun<br>Pers: 1st Pl	avons	Inf: Avoir<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Have	des	Type: Article<br>Plural<br>Trans: Some	crayons	Type: Noun<br>Gen: Masc Pl<br>Trans: Pencils
333	🔊 Vous perdez votre gomme.	You lose your eraser.	Vous	Type: Pronoun<br>Pers: 2nd Pl	perdez	Inf: Perdre<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Lose	votre	Type: Poss<br>Gen: Fem<br>Trans: Your	gomme	Type: Noun<br>Gen: Fem<br>Trans: Eraser
334	🔊 Ils cherchent une règle.	They look for a ruler.	Ils	Type: Pronoun<br>Pers: 3rd Pl M	cherchent	Inf: Chercher<br>Tense: Présent<br>Conj: 3rd Pl<br>Trans: Look for	une	Type: Article<br>Gen: Fem<br>Trans: A	règle	Type: Noun<br>Gen: Fem<br>Trans: Ruler
335	🔊 Je taille mon crayon.	I sharpen my pencil.	Je	Type: Pronoun<br>Pers: 1st Sing	taille	Inf: Tailler<br>Tense: Présent<br>Conj: 1st Sing<br>Trans: Sharpen	mon	Type: Poss<br>Gen: Masc<br>Trans: My	crayon	Type: Noun<br>Gen: Masc<br>Trans: Pencil
336	🔊 Tu colles le papier.	You glue the paper.	Tu	Type: Pronoun<br>Pers: 2nd Sing	colles	Inf: Coller<br>Tense: Présent<br>Conj: 2nd Sing<br>Trans: Glue/Stick	le	Type: Article<br>Gen: Masc<br>Trans: The	papier	Type: Noun<br>Gen: Masc<br>Trans: Paper
337	🔊 Il coupe avec des ciseaux.	He cuts with scissors.	Il	Type: Pronoun<br>Pers: 3rd Sing M	coupe	Inf: Couper<br>Tense: Présent<br>Conj: 3rd Sing<br>Trans: Cuts	avec	Type: Prep<br>Trans: With	des ciseaux	Type: Noun Phrase<br>Gen: Masc Pl<br>Trans: Scissors
338	🔊 Nous rangeons nos affaires.	We tidy our things.	Nous	Type: Pronoun<br>Pers: 1st Pl	rangeons	Inf: Ranger<br>Tense: Présent<br>Conj: 1st Pl<br>Trans: Tidy	nos	Type: Poss<br>Plural<br>Trans: Our	affaires	Type: Noun<br>Gen: Fem Pl<br>Trans: Belongings
339	🔊 Vous sortez en récréation.	You go out for recess.	Vous	Type: Pronoun<br>Pers: 2nd Pl	sortez	Inf: Sortir<br>Tense: Présent<br>Conj: 2nd Pl<br>Trans: Go out	en	Type: Prep<br>Trans: In/For	récréation	Type: Noun<br>Gen: Fem<br>Trans: Recess
